,x,y,Label,Predicted Label
0,3.8035167880757306,-0.4555175450941209,0,0
1,1.2568254243936015,-3.324220673987228,0,0
2,-0.23005514208160244,4.176742454422599,0,0
3,0.6603200307201563,-0.11238137766998224,1,1
4,3.8525605728131462,-2.3141005235113616,0,0
5,3.053897838240106,-3.422460232962325,0,0
6,1.507363444358547,-2.688152069980667,0,1
7,0.4453187675528856,-1.8629902363656003,1,1
8,1.9430968049092443,-2.5711702980311406,1,1
9,-1.4600035375884621,-1.0879687648427392,1,1
10,-4.752134814962239,-3.313783303286794,0,0
11,-2.576847434175971,-2.007316689890812,0,0
12,-2.630437927798974,-2.823703753403809,0,0
13,0.9864250388625937,-4.632894193416537,0,0
14,0.6180213292259168,-1.5804678544222963,1,1
15,3.3814518807865186,1.5243387810809803,0,0
16,1.0382523776551027,1.1762097018610411,1,1
17,0.7683011386581082,0.09878950756040383,1,1
18,-2.5163709086791544,4.4396315667029365,0,0
19,-1.0583808257287242,-2.413644960413989,0,1
20,-1.0438111814681625,2.0765884255681533,1,1
21,-3.1997384685001835,-2.4612136351282605,1,0
22,0.08919641012671492,2.418866490672302,1,1
23,1.2373204844905819,-0.14354840442624,1,1
24,-1.8443914863752893,1.3806067995112465,0,1
25,0.774889004859074,0.048087589240372486,1,1
26,1.8525555420473967,3.328053661639895,1,0
27,-1.9662388168030793,-1.24281680391896,1,1
28,3.92459713577755,0.6862885726254986,0,0
29,1.492394752167516,0.9483592231255371,1,1
30,3.5620432776444124,0.5866581010616336,0,0
31,2.029209603758934,-0.6135760569436414,0,1
32,-0.569130368894107,0.43793979618993173,1,1
33,1.850074134983748,-1.3014521963079575,1,1
34,0.6499780579919261,2.183487236056749,1,1
35,-0.21365936109554284,-4.202158854457779,0,0
36,3.4601039816949255,3.0669099214738473,0,0
37,-3.3124567533850544,0.7079243754080797,0,0
38,0.539799399314784,0.7837468206745364,1,1
39,2.655924619239252,-0.6042400488147097,1,1
40,4.642845775250247,-1.7108345177662025,0,0
41,-0.9903568790434831,-1.8039017519102443,0,1
42,1.2633372949512047,-4.893439956999262,0,0
43,0.48828128140270477,5.310843173705054,0,0
44,1.2409794073785176,-0.626924491596127,1,1
45,2.9154920674615195,2.0156669779326184,0,0
46,-0.13970185273759617,-1.167055507600649,1,1
47,0.8903366258762433,1.8748495631273756,1,1
48,-0.2257717086856328,0.11243717830441957,1,1
49,0.6340973831006399,2.5331982305885585,1,1
50,3.0230630377545564,1.5092956671373112,1,0
51,3.3163872025085825,4.417571276774622,0,0
52,4.255010344916362,0.1001744770543554,0,0
53,-1.3227085686229265,0.1334544594637701,1,1
54,-1.9242137671287907,-3.9895819173349243,0,0
55,-1.4013198289115378,-3.729905211285235,0,0
56,-3.7666890600343392,-1.0436388407864357,0,0
57,0.7883457115328909,1.074506739416848,1,1
58,-3.0729854616405445,-1.215249068981726,0,0
59,-1.7620433765956416,0.5490559316506065,1,1
60,-0.32411188429703064,-4.90406585866944,0,0
61,-0.14918397474999873,-1.6183997707221953,1,1
62,-0.19450691881152637,-1.7406266326226976,1,1
63,2.243886524881928,4.952026648273836,0,0
64,1.150255460821525,-0.934922167302293,1,1
65,1.1065250628445742,-2.932957559423843,1,1
66,-0.45966746076181497,2.38563651400199,1,1
67,0.1396031594381817,3.460619601132718,0,0
68,0.9279937174534886,-2.13779654379364,1,1
69,-1.700862023615318,3.422128339829465,0,0
70,0.9126425901185862,0.696505842876483,1,1
71,-1.5958612837256447,-2.957691838420257,0,0
72,2.448713102888992,-2.4918242911375614,1,0
73,-0.05214505187886731,2.394788366046678,1,1
74,-2.8489074360035205,1.4710519639022774,1,0
75,-0.8320859006720953,1.60477099152089,1,1
76,2.9808539138543897,1.3806151904628006,1,0
77,1.5468109856498298,-0.8939998566193312,1,1
78,1.2702974664584,-0.3416262841169331,1,1
79,2.314733387020318,-1.8677637741163369,0,1
80,-3.2905395521788234,4.061094262457614,0,0
81,-0.022940070385424338,-3.4021145807711792,0,0
82,2.097109019176288,-2.143254114603849,0,1
83,-1.1116009702793694,-2.586750512331902,1,1
84,-0.2922872096058167,2.2585520051790695,1,1
85,0.6518349332571156,0.14786778984365956,1,1
86,-2.213888127083158,2.333208592827193,1,0
87,1.6360381828352837,0.4450799076659767,1,1
88,-0.9487860050349072,-3.4565738162390427,1,0
89,1.4364679864500174,2.6979926568673207,1,1
90,-1.039637423378801,3.666448702808246,0,0
91,3.067948756676291,0.15088272212893994,0,1
92,-2.6596712879179205,3.0512075026028413,0,0
93,-3.7537375167430356,1.073486330577915,0,0
94,4.047128218628192,1.7401523998128219,0,0
95,-1.2648795325841349,0.3230685725071647,1,1
96,0.4336051264274897,2.6118456211582064,1,1
97,2.829137407402509,1.4932425505880051,0,0
98,1.0616397918350462,4.031147930175588,0,0
99,-2.00319785824815,-3.566693965312242,0,0
100,-2.805255488199914,-3.985894490031301,0,0
101,2.7956862062329244,1.275529852041362,0,1
102,1.6008362796091598,-4.602664631083112,0,0
103,5.24844716539638,0.9568273503190958,0,0
104,0.24332656951127263,4.0219232068011666,0,0
105,-4.3486407744827185,-0.834450944898856,0,0
106,-0.0551060178922409,-2.597709177632046,0,1
107,2.1248251996480856,-2.5661949244853783,1,0
108,-0.4510879503159075,0.9634181659103399,1,1
109,3.2242747121987407,-2.1430657773001593,0,0
110,-1.9176038142630196,-1.5856415649209747,1,1
111,-3.3034660973045433,1.8378854649418606,0,0
112,-0.4850577188523711,2.0555757364922487,1,1
113,-3.852404955713168,2.4617447047741146,1,0
